3V8O B  664   755 PF00630 Q14315   0.08333   0.00000   0.00000   0.16667   0.08333   0.08333   0.08333   0.08333   0.00000   0.08333   0.00000   0.08333   0.08333   0.00000   0.00000   0.08333   0.00000   0.00000   0.00000   0.08333   1
2K9U A   15   102 PF00630 Q14315   0.15385   0.07692   0.07692   0.07692   0.07692   0.15385   0.00000   0.00000   0.00000   0.15385   0.00000   0.00000   0.00000   0.00000   0.00000   0.15385   0.00000   0.07692   0.00000   0.00000   0
2WD0 A   17   100 PF00028 Q99PF4   0.11111   0.05556   0.05556   0.00000   0.16667   0.16667   0.05556   0.00000   0.00000   0.05556   0.11111   0.00000   0.05556   0.00000   0.00000   0.00000   0.05556   0.05556   0.00000   0.05556   1
4AQ8 A  115   205 PF00028 Q99PF4   0.05000   0.05000   0.05000   0.15000   0.05000   0.10000   0.15000   0.05000   0.05000   0.00000   0.00000   0.00000   0.05000   0.00000   0.00000   0.05000   0.05000   0.00000   0.00000   0.15000   0
3UBG B  551   636 PF00028 O15943   0.00000   0.05556   0.11111   0.00000   0.00000   0.00000   0.11111   0.05556   0.05556   0.11111   0.22222   0.00000   0.11111   0.00000   0.00000   0.11111   0.00000   0.00000   0.00000   0.05556   1
3UBH A  762   848 PF00028 O15943   0.05882   0.11765   0.05882   0.05882   0.05882   0.05882   0.05882   0.11765   0.05882   0.00000   0.05882   0.11765   0.05882   0.00000   0.00000   0.00000   0.00000   0.00000   0.05882   0.05882   0
4APX B  131   233 PF00028 Q99PJ1   0.10526   0.05263   0.05263   0.00000   0.05263   0.00000   0.21053   0.00000   0.10526   0.05263   0.00000   0.00000   0.15789   0.00000   0.05263   0.05263   0.10526   0.00000   0.00000   0.00000   0
2YST A   19   112 PF00028 O60245   0.05000   0.10000   0.00000   0.00000   0.10000   0.05000   0.05000   0.10000   0.00000   0.10000   0.05000   0.10000   0.10000   0.00000   0.00000   0.00000   0.05000   0.05000   0.00000   0.10000   0
2EE0 A   19   111 PF00028 Q9HC56   0.10000   0.05000   0.10000   0.05000   0.05000   0.10000   0.15000   0.00000   0.10000   0.05000   0.10000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.10000   0.05000   0
4NUM C    5    99 PF00028 P15116   0.05000   0.00000   0.05000   0.15000   0.00000   0.05000   0.05000   0.00000   0.15000   0.05000   0.10000   0.00000   0.10000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.25000   1
4NUP A  113   214 PF00028 P15116   0.15000   0.00000   0.05000   0.05000   0.05000   0.05000   0.25000   0.05000   0.15000   0.00000   0.00000   0.00000   0.00000   0.00000   0.05000   0.00000   0.05000   0.05000   0.00000   0.05000   2
3K5S B    5    98 PF00028 P33150   0.05263   0.00000   0.00000   0.21053   0.05263   0.10526   0.10526   0.05263   0.05263   0.05263   0.00000   0.05263   0.10526   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.15789   1
3K5S B  112   216 PF00028 P33150   0.15000   0.00000   0.15000   0.00000   0.05000   0.00000   0.15000   0.15000   0.00000   0.00000   0.00000   0.00000   0.05000   0.00000   0.10000   0.00000   0.10000   0.00000   0.05000   0.05000   1
3K6F A    5    98 PF00028 Q9WTR5   0.05000   0.00000   0.05000   0.10000   0.05000   0.15000   0.10000   0.05000   0.05000   0.05000   0.00000   0.10000   0.10000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.15000   1
3K5R B  112   216 PF00028 Q9WTR5   0.15000   0.00000   0.10000   0.05000   0.05000   0.00000   0.15000   0.15000   0.00000   0.00000   0.00000   0.00000   0.05000   0.00000   0.10000   0.00000   0.10000   0.00000   0.05000   0.05000   0
3FF8 B    5    99 PF00028 P12830   0.05263   0.00000   0.05263   0.10526   0.00000   0.05263   0.10526   0.00000   0.10526   0.05263   0.05263   0.15789   0.05263   0.00000   0.00000   0.00000   0.00000   0.05263   0.00000   0.15789   1
2O72 A  113   212 PF00028 P12830   0.15000   0.00000   0.10000   0.00000   0.05000   0.15000   0.20000   0.00000   0.05000   0.05000   0.00000   0.05000   0.05000   0.00000   0.10000   0.05000   0.00000   0.00000   0.00000   0.00000   0
2V37 A    5    98 PF00028 P55290   0.05000   0.00000   0.05000   0.10000   0.05000   0.15000   0.10000   0.05000   0.05000   0.05000   0.00000   0.10000   0.10000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.15000   0
1ZVN A    5    97 PF00028 Q8QGH3   0.10000   0.00000   0.00000   0.05000   0.10000   0.00000   0.05000   0.15000   0.05000   0.00000   0.10000   0.05000   0.05000   0.00000   0.00000   0.10000   0.05000   0.00000   0.10000   0.05000   1
4ZPQ B  109   204 PF00028 Q91XW9   0.05000   0.10000   0.10000   0.00000   0.10000   0.15000   0.00000   0.00000   0.00000   0.15000   0.00000   0.00000   0.20000   0.00000   0.05000   0.00000   0.00000   0.00000   0.05000   0.05000   2
4ZPQ C  219   311 PF00028 Q91XW9   0.16667   0.11111   0.05556   0.00000   0.16667   0.00000   0.05556   0.05556   0.05556   0.00000   0.00000   0.00000   0.11111   0.00000   0.05556   0.00000   0.00000   0.00000   0.05556   0.11111   0
4ZPM A  111   206 PF00028 Q91Y09   0.05000   0.10000   0.05000   0.05000   0.15000   0.10000   0.00000   0.05000   0.00000   0.10000   0.10000   0.00000   0.15000   0.00000   0.00000   0.00000   0.05000   0.00000   0.05000   0.00000   0
4ZPM B  220   314 PF00028 Q91Y09   0.05000   0.00000   0.15000   0.05000   0.05000   0.10000   0.05000   0.05000   0.05000   0.05000   0.05000   0.05000   0.15000   0.00000   0.05000   0.00000   0.05000   0.00000   0.00000   0.05000   0
4ZI8 B  110   205 PF00028 Q91XX1   0.05000   0.10000   0.10000   0.00000   0.15000   0.10000   0.05000   0.00000   0.00000   0.15000   0.00000   0.05000   0.15000   0.00000   0.05000   0.00000   0.00000   0.00000   0.00000   0.05000   1
4ZI8 B  219   313 PF00028 Q91XX1   0.05000   0.15000   0.10000   0.00000   0.10000   0.00000   0.10000   0.05000   0.00000   0.05000   0.05000   0.05000   0.20000   0.00000   0.00000   0.00000   0.05000   0.00000   0.00000   0.05000   0
1ZXK A    6    97 PF00028 P97291   0.05263   0.00000   0.00000   0.10526   0.10526   0.00000   0.00000   0.10526   0.10526   0.00000   0.15789   0.05263   0.05263   0.00000   0.05263   0.05263   0.00000   0.00000   0.10526   0.05263   1
2A62 A  111   206 PF00028 P97291   0.10000   0.10000   0.00000   0.05000   0.05000   0.10000   0.25000   0.00000   0.05000   0.05000   0.00000   0.05000   0.00000   0.00000   0.00000   0.00000   0.05000   0.00000   0.05000   0.10000   0
4OY9 A    5    99 PF00028 P22223   0.05000   0.15000   0.00000   0.05000   0.05000   0.05000   0.05000   0.00000   0.10000   0.05000   0.10000   0.10000   0.05000   0.00000   0.00000   0.00000   0.00000   0.05000   0.00000   0.15000   0
4OY9 A  113   212 PF00028 P22223   0.15000   0.00000   0.00000   0.05000   0.10000   0.20000   0.20000   0.00000   0.00000   0.00000   0.05000   0.00000   0.10000   0.00000   0.05000   0.05000   0.00000   0.00000   0.05000   0.00000   0
4ZI9 B  219   310 PF00028 Q91XZ0   0.10000   0.05000   0.05000   0.00000   0.15000   0.10000   0.05000   0.05000   0.05000   0.05000   0.05000   0.10000   0.05000   0.00000   0.00000   0.00000   0.05000   0.00000   0.05000   0.05000   0
3LNH B    5    99 PF00028 P09803   0.05000   0.00000   0.05000   0.10000   0.00000   0.05000   0.10000   0.00000   0.05000   0.10000   0.05000   0.15000   0.05000   0.00000   0.00000   0.00000   0.00000   0.05000   0.00000   0.20000   1
3LNH B  113   212 PF00028 P09803   0.15000   0.05000   0.05000   0.00000   0.10000   0.20000   0.10000   0.00000   0.05000   0.05000   0.00000   0.10000   0.05000   0.00000   0.05000   0.05000   0.00000   0.00000   0.00000   0.00000   1
3Q2V A  226   324 PF00028 P09803   0.05263   0.15789   0.15789   0.05263   0.05263   0.00000   0.05263   0.00000   0.05263   0.00000   0.10526   0.10526   0.05263   0.00000   0.00000   0.05263   0.05263   0.00000   0.00000   0.05263   0
3Q2V A  337   432 PF00028 P09803   0.05000   0.10000   0.05000   0.05000   0.05000   0.05000   0.10000   0.00000   0.05000   0.15000   0.05000   0.00000   0.15000   0.00000   0.00000   0.05000   0.00000   0.00000   0.00000   0.10000   0
3Q2V A  444   532 PF00028 P09803   0.00000   0.00000   0.00000   0.15789   0.10526   0.00000   0.05263   0.00000   0.10526   0.05263   0.15789   0.00000   0.05263   0.10526   0.05263   0.00000   0.05263   0.00000   0.00000   0.10526   0
2A4C A    6    97 PF00028 P55288   0.05263   0.00000   0.10526   0.05263   0.05263   0.00000   0.05263   0.10526   0.10526   0.00000   0.10526   0.00000   0.10526   0.00000   0.00000   0.10526   0.00000   0.00000   0.10526   0.05263   1
2A4E A  111   206 PF00028 P55288   0.10000   0.15000   0.00000   0.10000   0.05000   0.10000   0.15000   0.00000   0.05000   0.05000   0.05000   0.00000   0.05000   0.00000   0.00000   0.00000   0.05000   0.00000   0.05000   0.05000   0
4ZPS A  109   204 PF00028 Q91XY0   0.05000   0.05000   0.10000   0.00000   0.20000   0.05000   0.00000   0.00000   0.05000   0.20000   0.00000   0.05000   0.15000   0.00000   0.00000   0.00000   0.00000   0.00000   0.05000   0.05000   0
4ZPS A  218   309 PF00028 Q91XY0   0.05000   0.10000   0.05000   0.00000   0.20000   0.00000   0.15000   0.00000   0.00000   0.15000   0.00000   0.05000   0.10000   0.00000   0.00000   0.00000   0.05000   0.00000   0.10000   0.00000   0
4NQQ D    5    99 PF00028 P10287   0.05263   0.05263   0.00000   0.05263   0.05263   0.00000   0.10526   0.00000   0.05263   0.05263   0.10526   0.10526   0.05263   0.00000   0.00000   0.05263   0.00000   0.05263   0.05263   0.15789   1
4NQQ A  113   212 PF00028 P10287   0.15000   0.00000   0.00000   0.05000   0.10000   0.20000   0.20000   0.00000   0.00000   0.00000   0.05000   0.05000   0.05000   0.00000   0.05000   0.05000   0.00000   0.00000   0.05000   0.00000   1
3LND B    6    97 PF00028 P97326   0.10526   0.00000   0.00000   0.05263   0.05263   0.00000   0.05263   0.05263   0.05263   0.05263   0.15789   0.05263   0.05263   0.00000   0.00000   0.10526   0.10526   0.00000   0.10526   0.00000   1
3LND A  111   206 PF00028 P97326   0.10000   0.10000   0.05000   0.05000   0.05000   0.10000   0.25000   0.00000   0.00000   0.05000   0.05000   0.05000   0.00000   0.00000   0.00000   0.05000   0.05000   0.00000   0.00000   0.05000   1
1L3W A    5    99 PF00028 P33148   0.05000   0.00000   0.05000   0.10000   0.05000   0.10000   0.05000   0.00000   0.00000   0.05000   0.05000   0.15000   0.10000   0.00000   0.00000   0.00000   0.00000   0.10000   0.00000   0.15000   0
1L3W A  113   212 PF00028 P33148   0.15000   0.05000   0.05000   0.05000   0.05000   0.15000   0.15000   0.00000   0.05000   0.00000   0.05000   0.00000   0.15000   0.00000   0.05000   0.05000   0.00000   0.00000   0.00000   0.00000   0
1L3W A  226   324 PF00028 P33148   0.05263   0.10526   0.00000   0.05263   0.05263   0.05263   0.21053   0.00000   0.05263   0.10526   0.05263   0.00000   0.05263   0.00000   0.00000   0.10526   0.05263   0.00000   0.00000   0.05263   0
1L3W A  337   431 PF00028 P33148   0.10000   0.00000   0.15000   0.10000   0.05000   0.15000   0.10000   0.05000   0.10000   0.05000   0.00000   0.10000   0.05000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
3PPE A    5    95 PF00028 Q8AYD0   0.10000   0.00000   0.00000   0.00000   0.00000   0.05000   0.05000   0.05000   0.10000   0.00000   0.05000   0.10000   0.15000   0.00000   0.05000   0.05000   0.05000   0.00000   0.15000   0.05000   1
3PPE A  109   202 PF00028 Q8AYD0   0.10000   0.05000   0.05000   0.00000   0.05000   0.10000   0.30000   0.10000   0.05000   0.00000   0.00000   0.05000   0.00000   0.00000   0.00000   0.10000   0.00000   0.00000   0.00000   0.05000   0
2X2U A  172   262 PF00028 P07949   0.05882   0.00000   0.00000   0.00000   0.00000   0.11765   0.05882   0.05882   0.00000   0.17647   0.05882   0.00000   0.29412   0.00000   0.00000   0.05882   0.00000   0.00000   0.05882   0.05882   0
1WF5 A   20   105 PF00041 Q58EX2   0.06250   0.12500   0.12500   0.00000   0.12500   0.12500   0.18750   0.00000   0.00000   0.00000   0.00000   0.18750   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.06250   0
2DLH A   20   105 PF00041 P23468   0.06667   0.13333   0.20000   0.06667   0.00000   0.06667   0.06667   0.06667   0.00000   0.00000   0.13333   0.06667   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0.06667   0.00000   0
4YFE A  331   412 PF00041 Q64487   0.06667   0.06667   0.13333   0.13333   0.06667   0.06667   0.13333   0.06667   0.00000   0.06667   0.00000   0.00000   0.13333   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.06667   1
4YH7 A  426   511 PF00041 Q64487   0.06667   0.13333   0.20000   0.06667   0.00000   0.06667   0.06667   0.06667   0.00000   0.00000   0.13333   0.06667   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0.06667   0.00000   0
4YH7 A  524   604 PF00041 Q64487   0.06250   0.06250   0.00000   0.12500   0.06250   0.18750   0.06250   0.00000   0.00000   0.12500   0.12500   0.06250   0.06250   0.00000   0.00000   0.06250   0.00000   0.00000   0.00000   0.00000   0
2EDX A   20   108 PF00041 P10586   0.12500   0.00000   0.37500   0.06250   0.00000   0.18750   0.00000   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   0.06250   0.06250   0.00000   0.00000   0.00000   0.00000   0.06250   0
4PBX A  320   401 PF00041 Q13332   0.13333   0.00000   0.06667   0.13333   0.00000   0.06667   0.13333   0.06667   0.00000   0.06667   0.06667   0.06667   0.06667   0.00000   0.06667   0.00000   0.00000   0.00000   0.00000   0.06667   0
4PBX A  415   500 PF00041 Q13332   0.12500   0.06250   0.18750   0.00000   0.06250   0.06250   0.06250   0.12500   0.00000   0.06250   0.12500   0.00000   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   0.06250   0.00000   0
4PBX A  513   593 PF00041 Q13332   0.06667   0.06667   0.06667   0.00000   0.20000   0.26667   0.00000   0.06667   0.00000   0.13333   0.00000   0.00000   0.06667   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.00000   0
1WK0 A   19   111 PF00041 Q9Y2H6   0.07143   0.07143   0.07143   0.07143   0.07143   0.14286   0.14286   0.00000   0.14286   0.00000   0.07143   0.00000   0.00000   0.00000   0.00000   0.00000   0.07143   0.00000   0.00000   0.07143   0
3P4L A  956  1044 PF00041 Q92859   0.06250   0.00000   0.37500   0.00000   0.00000   0.00000   0.12500   0.00000   0.06250   0.06250   0.18750   0.06250   0.00000   0.00000   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   0
4PLN C  771   851 PF00041 P97798   0.00000   0.00000   0.26667   0.06667   0.13333   0.06667   0.13333   0.06667   0.00000   0.06667   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   0.00000   0.06667   0.00000   0
4BQ9 B  886   973 PF00041 P97798   0.00000   0.15385   0.00000   0.15385   0.07692   0.23077   0.23077   0.00000   0.07692   0.00000   0.00000   0.00000   0.07692   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1
4BQB A  886   973 PF00041 P97798   0.00000   0.20000   0.06667   0.06667   0.13333   0.13333   0.20000   0.00000   0.00000   0.00000   0.06667   0.00000   0.13333   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
4BQB D  987  1075 PF00041 P97798   0.06250   0.00000   0.37500   0.00000   0.00000   0.00000   0.12500   0.00000   0.06250   0.06250   0.18750   0.06250   0.00000   0.00000   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   2
1VA9 A   17   107 PF00041 Q8TD84   0.06667   0.00000   0.26667   0.00000   0.06667   0.00000   0.26667   0.06667   0.00000   0.00000   0.06667   0.13333   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0
3F7Q A 1128  1208 PF00041 P16144   0.06667   0.13333   0.00000   0.00000   0.13333   0.13333   0.06667   0.00000   0.13333   0.13333   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   1
3F7Q A 1221  1310 PF00041 P16144   0.07692   0.07692   0.00000   0.00000   0.23077   0.15385   0.00000   0.00000   0.07692   0.07692   0.00000   0.00000   0.07692   0.00000   0.07692   0.07692   0.00000   0.00000   0.00000   0.07692   0
4WTW A 1459  1542 PF00041 P16144   0.05882   0.05882   0.17647   0.05882   0.11765   0.05882   0.05882   0.00000   0.00000   0.11765   0.00000   0.00000   0.11765   0.00000   0.00000   0.05882   0.00000   0.05882   0.00000   0.05882   1
1UEY A   18   103 PF00041 Q92823   0.06250   0.00000   0.12500   0.06250   0.12500   0.12500   0.12500   0.06250   0.00000   0.06250   0.12500   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.06250   0.00000   0.06250   0
1CFB A  613   700 PF00041 P20241   0.13333   0.00000   0.13333   0.20000   0.06667   0.06667   0.06667   0.00000   0.00000   0.06667   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0.06667   0.00000   0.06667   0.06667   0
1WJ3 A   19   101 PF00041 Q9P232   0.12500   0.06250   0.18750   0.00000   0.12500   0.06250   0.06250   0.00000   0.12500   0.06250   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.12500   0.00000   0.00000   0
2DLE A   10    87 PF00041 Q12913   0.00000   0.06250   0.18750   0.12500   0.12500   0.12500   0.06250   0.06250   0.06250   0.00000   0.00000   0.06250   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.06250   0
4N68 A  877   962 PF00041 O94779   0.06667   0.13333   0.26667   0.06667   0.00000   0.00000   0.20000   0.00000   0.00000   0.00000   0.00000   0.13333   0.06667   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.00000   0
2EE2 A   20   103 PF00041 Q12860   0.12500   0.00000   0.31250   0.00000   0.00000   0.12500   0.06250   0.00000   0.00000   0.12500   0.00000   0.06250   0.06250   0.06250   0.00000   0.00000   0.00000   0.00000   0.06250   0.00000   0
3D1M C  829   916 PF00041 Q4KMG0   0.13333   0.00000   0.13333   0.06667   0.06667   0.00000   0.13333   0.06667   0.00000   0.13333   0.00000   0.06667   0.00000   0.00000   0.06667   0.00000   0.06667   0.06667   0.00000   0.00000   1
4K0V A  445   530 PF00041 Q02763   0.07692   0.07692   0.07692   0.23077   0.00000   0.07692   0.07692   0.07692   0.23077   0.07692   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
3N1G C  716   802 PF00041 Q9BWV1   0.06667   0.00000   0.13333   0.00000   0.06667   0.13333   0.13333   0.13333   0.00000   0.06667   0.00000   0.06667   0.00000   0.00000   0.06667   0.06667   0.00000   0.06667   0.00000   0.00000   0
1UEM A   17   101 PF00041 Q9HCK4   0.06250   0.06250   0.18750   0.00000   0.06250   0.06250   0.12500   0.00000   0.00000   0.00000   0.12500   0.06250   0.06250   0.00000   0.00000   0.00000   0.00000   0.06250   0.00000   0.12500   0
4HLJ A  678   758 PF00041 Q9Y6N7   0.00000   0.00000   0.20000   0.00000   0.06667   0.06667   0.13333   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   0.00000   0.00000   0.13333   0.00000   0.00000   0.13333   0.13333   0
4HLJ A  777   864 PF00041 Q9Y6N7   0.07143   0.00000   0.35714   0.00000   0.00000   0.21429   0.07143   0.07143   0.00000   0.00000   0.07143   0.07143   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.07143   0
1ZLG A  185   275 PF00041 P23352   0.06250   0.06250   0.00000   0.00000   0.06250   0.06250   0.06250   0.00000   0.00000   0.12500   0.12500   0.06250   0.12500   0.00000   0.00000   0.06250   0.00000   0.12500   0.06250   0.00000   0
1ZLG A  291   384 PF00041 P23352   0.00000   0.00000   0.06667   0.13333   0.13333   0.06667   0.06667   0.06667   0.06667   0.06667   0.06667   0.13333   0.13333   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
1ZLG A  549   646 PF00041 P23352   0.00000   0.13333   0.13333   0.06667   0.06667   0.26667   0.06667   0.00000   0.00000   0.06667   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   0
3FL7 A  330   424 PF00041 P29317   0.08333   0.08333   0.08333   0.00000   0.25000   0.08333   0.25000   0.00000   0.00000   0.00000   0.00000   0.00000   0.08333   0.00000   0.00000   0.00000   0.08333   0.00000   0.00000   0.00000   0
3FL7 A  437   519 PF00041 P29317   0.07692   0.07692   0.00000   0.00000   0.15385   0.23077   0.07692   0.07692   0.07692   0.00000   0.00000   0.00000   0.23077   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
1X4Z A   19   105 PF00041 Q6AZB0   0.06667   0.00000   0.06667   0.20000   0.06667   0.06667   0.33333   0.00000   0.00000   0.06667   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.06667   0
2DJS A    8    92 PF00041 P54762   0.07143   0.07143   0.00000   0.00000   0.07143   0.21429   0.14286   0.07143   0.00000   0.00000   0.07143   0.00000   0.07143   0.00000   0.07143   0.00000   0.00000   0.00000   0.07143   0.07143   0
4M4R G  330   424 PF00041 P54764   0.00000   0.00000   0.00000   0.07692   0.23077   0.23077   0.07692   0.00000   0.15385   0.07692   0.00000   0.07692   0.00000   0.00000   0.00000   0.00000   0.07692   0.00000   0.00000   0.00000   0
4M4R G  442   525 PF00041 P54764   0.06667   0.13333   0.13333   0.00000   0.13333   0.00000   0.13333   0.06667   0.06667   0.06667   0.06667   0.06667   0.00000   0.00000   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0
1X5L A    9    95 PF00041 P29322   0.13333   0.06667   0.00000   0.06667   0.20000   0.06667   0.06667   0.00000   0.00000   0.00000   0.13333   0.00000   0.20000   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
2JLL A  497   581 PF00041 O15394   0.06250   0.00000   0.25000   0.12500   0.00000   0.18750   0.06250   0.00000   0.12500   0.00000   0.00000   0.06250   0.00000   0.00000   0.06250   0.00000   0.00000   0.00000   0.06250   0.00000   0
2JLL A  593   678 PF00041 O15394   0.13333   0.00000   0.06667   0.13333   0.13333   0.13333   0.00000   0.00000   0.00000   0.00000   0.13333   0.13333   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.13333   0.00000   0
2E7H A    9    93 PF00041 P54760   0.07692   0.07692   0.15385   0.07692   0.15385   0.07692   0.07692   0.00000   0.00000   0.07692   0.00000   0.00000   0.23077   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
2V5Y A  263   346 PF00041 P28827   0.21429   0.07143   0.07143   0.07143   0.07143   0.14286   0.00000   0.00000   0.00000   0.00000   0.21429   0.07143   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.07143   0
2V5Y A  468   555 PF00041 P28827   0.12500   0.00000   0.06250   0.06250   0.18750   0.06250   0.00000   0.00000   0.00000   0.00000   0.12500   0.06250   0.06250   0.00000   0.00000   0.18750   0.00000   0.00000   0.06250   0.00000   0
2VKX E  498   588 PF00041 P13591   0.06250   0.00000   0.18750   0.12500   0.06250   0.00000   0.06250   0.12500   0.00000   0.06250   0.12500   0.06250   0.00000   0.00000   0.00000   0.00000   0.12500   0.00000   0.00000   0.00000   1
2VKX E  600   685 PF00041 P13591   0.05882   0.00000   0.05882   0.05882   0.23529   0.00000   0.00000   0.05882   0.05882   0.05882   0.11765   0.17647   0.05882   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.05882   1
1LWR A    3    87 PF00041 P13596   0.13333   0.00000   0.06667   0.13333   0.13333   0.00000   0.00000   0.06667   0.06667   0.06667   0.13333   0.00000   0.00000   0.00000   0.06667   0.00000   0.00000   0.00000   0.06667   0.06667   0
1X5A A   12    91 PF00041 Q60750   0.06667   0.06667   0.06667   0.00000   0.33333   0.00000   0.13333   0.00000   0.00000   0.06667   0.06667   0.13333   0.06667   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0
1V5J A    9    92 PF00041 Q9P2J2   0.06250   0.12500   0.18750   0.00000   0.18750   0.06250   0.06250   0.00000   0.00000   0.00000   0.00000   0.00000   0.06250   0.00000   0.00000   0.06250   0.00000   0.06250   0.06250   0.06250   0
